Node_1_orthology_group_id,Node_2_orthology_group_id,Layer,Salmonella_dublin_CT_02021853,Salmonella_enteritidis_PT4_P125109,Salmonella_paratyphi_A_ATCC_9150_SARB42,Salmonella_paratyphi_B_ATCC_BAA-1250_SPB7,Salmonella_heidelberg_SL476,Salmonella_paratyphi_C_RKS4594,Salmonella_bongori_ATCC_43975_DSM_13772_NCTC_12419,Salmonella_typhimurium_LT2_SGSC1412_ATCC_700720,Salmonella_newport_SL254,Salmonella_typhi,Salmonella_arizonae_ATCC_BAA-731_CDC346-86_RSK2980,Salmonella_typhimurium_D23580,Salmonella_typhimurium_SL1344,Salmonella_typhimurium_14028s_SGSC_2262,Salmonella_agona_SL483,Salmonella_typhimurium_4_74,Salmonella_choleraesuis_SC-B67,Salmonella_schwarzengrund_CVM19633,Salmonella_gallinarum_287_91_NCTC_13346-B67,Salmonella_paratyphi_A_AKU_12601-B67
OMA02960,OMA04116,Protein-protein interaction,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,Lit_Ecoli_IntAct
OMA03072,OMA04116,Protein-protein interaction,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,Lit_Ecoli_IntAct
OMA05317,OMA04116,Protein-protein interaction,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,Lit_Ecoli_IntAct
OMA05372,OMA04116,Protein-protein interaction,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,Lit_Ecoli_IntAct
OMA05503,OMA04116,Protein-protein interaction,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,Lit_Ecoli_IntAct
OMA04116,OMA05970,Protein-protein interaction,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,Lit_Ecoli_IntAct
OMA01287,OMA01287,Protein-protein interaction,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Interactome3d
OMA04052,OMA04052,Protein-protein interaction,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Interactome3d
OMA04154,OMA05413,Protein-protein interaction,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,Lit_Ecoli_IntAct
OMA04324,OMA01514,Protein-protein interaction,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,IntAct
OMA01011,OMA01009,Protein-protein interaction,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,Lit_Ecoli_IntAct
OMA01813,OMA01813,Protein-protein interaction,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Interactome3d
OMA00584,OMA01470,Protein-protein interaction,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,Interactome3d
OMA01470,OMA01470,Protein-protein interaction,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,Interactome3d
OMA02374,OMA01470,Protein-protein interaction,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,IntAct_Interactome3d
OMA01257,OMA00193,Protein-protein interaction,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,Lit_Ecoli_IntAct
OMA03819,OMA05413,Protein-protein interaction,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,Lit_Ecoli_IntAct
OMA05503,OMA03819,Protein-protein interaction,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,Lit_Ecoli_IntAct
OMA01267,OMA01322,Protein-protein interaction,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,Lit_Ecoli_IntAct
OMA01743,OMA03819,Protein-protein interaction,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,Lit_Ecoli_IntAct
OMA03819,OMA01904,Protein-protein interaction,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,Lit_Ecoli_IntAct
OMA03819,OMA02916,Protein-protein interaction,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,Lit_Ecoli_IntAct
OMA00713,OMA03819,Protein-protein interaction,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,Lit_Ecoli_IntAct
OMA01541,OMA03819,Protein-protein interaction,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,Lit_Ecoli_IntAct
OMA01862,OMA03819,Protein-protein interaction,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,Lit_Ecoli_IntAct
OMA02960,OMA03819,Protein-protein interaction,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,Lit_Ecoli_IntAct
OMA03072,OMA03819,Protein-protein interaction,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,Lit_Ecoli_IntAct
OMA05317,OMA03819,Protein-protein interaction,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,Lit_Ecoli_IntAct
OMA05372,OMA03819,Protein-protein interaction,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,Lit_Ecoli_IntAct
OMA03819,OMA05970,Protein-protein interaction,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,Lit_Ecoli_IntAct
OMA02817,OMA02437,Protein-protein interaction,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,Lit_Ecoli_IntAct
OMA04621,OMA02817,Protein-protein interaction,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,Lit_Ecoli_IntAct
OMA02817,OMA03770,Protein-protein interaction,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,Lit_Ecoli_IntAct
OMA00713,OMA01875,Protein-protein interaction,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,Lit_Ecoli_IntAct
OMA01875,OMA01875,Protein-protein interaction,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,Interactome3d
OMA03668,OMA01875,Protein-protein interaction,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,Lit_Ecoli_IntAct
OMA04472,OMA01875,Protein-protein interaction,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,Lit_Ecoli_IntAct
OMA00586,OMA00586,Protein-protein interaction,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,Interactome3d
OMA01149,OMA01149,Protein-protein interaction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Interactome3d
OMA01754,OMA02781,Protein-protein interaction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,IntAct
OMA02833,OMA05550,Protein-protein interaction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,IntAct
OMA05550,OMA05550,Protein-protein interaction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Interactome3d
