Node_1_orthology_group_id,Node_2_orthology_group_id,Layer,Salmonella_dublin_CT_02021853,Salmonella_enteritidis_PT4_P125109,Salmonella_paratyphi_A_ATCC_9150_SARB42,Salmonella_paratyphi_B_ATCC_BAA-1250_SPB7,Salmonella_heidelberg_SL476,Salmonella_paratyphi_C_RKS4594,Salmonella_bongori_ATCC_43975_DSM_13772_NCTC_12419,Salmonella_typhimurium_LT2_SGSC1412_ATCC_700720,Salmonella_newport_SL254,Salmonella_typhi,Salmonella_arizonae_ATCC_BAA-731_CDC346-86_RSK2980,Salmonella_typhimurium_D23580,Salmonella_typhimurium_SL1344,Salmonella_typhimurium_14028s_SGSC_2262,Salmonella_agona_SL483,Salmonella_typhimurium_4_74,Salmonella_choleraesuis_SC-B67,Salmonella_schwarzengrund_CVM19633,Salmonella_gallinarum_287_91_NCTC_13346-B67,Salmonella_paratyphi_A_AKU_12601-B67
OMA03568,OMA05673,Regulatory,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,Salm
OMA03830,OMA04331,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Salm
OMA04295,OMA04331,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Salm
OMA05341,OMA02383,Regulatory,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Salm
OMA01319,OMA02798,Regulatory,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Salm
OMA05341,OMA04365,Regulatory,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Salm
OMA01319,OMA04707,Regulatory,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Salm
OMA03507,OMA04707,Regulatory,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Salm
OMA05327,OMA05063,Regulatory,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Exp(HT)
OMA03507,OMA03997,Regulatory,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Salm
OMA03507,OMA04212,Regulatory,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Salm
OMA05341,OMA00922,Regulatory,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Salm
OMA05341,OMA02238,Regulatory,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,Salm
OMA05046,OMA02833,Regulatory,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Salm
OMA05046,OMA03201,Regulatory,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Salm
OMA02349,OMA02511,Regulatory,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Salm
OMA05046,OMA02511,Regulatory,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Salm
OMA03616,OMA01322,Regulatory,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,Salm
OMA03616,OMA01583,Regulatory,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,Salm
OMA05381,OMA04611,Regulatory,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,Salm
OMA02238,OMA00771,Regulatory,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,Salm
OMA02238,OMA02214,Regulatory,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,Salm
OMA01319,OMA04801,Regulatory,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,Salm
OMA05341,OMA01318,Regulatory,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,Salm
OMA03047,OMA03546,Regulatory,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,Salm
OMA03233,OMA02833,Regulatory,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,Salm
OMA03233,OMA00599,Regulatory,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,Salm
OMA02238,OMA01787,Regulatory,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,Salm
OMA00542,OMA02007,Regulatory,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,Salm
OMA00842,OMA04533,Regulatory,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,collecTF
OMA03507,OMA03401,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Salm
OMA03197,OMA06365,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Salm
OMA03568,OMA05777,Regulatory,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Salm
OMA00542,OMA05766,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Salm
OMA02349,OMA05766,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Salm
OMA03395,OMA05766,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Salm
OMA01895,OMA06011,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Salm
OMA03507,OMA06011,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Salm
OMA04467,OMA06011,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Salm
OMA02591,OMA06051,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Salm
OMA03830,OMA06051,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Salm
OMA02349,OMA00411,Regulatory,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Salm
OMA04394,OMA04966,Regulatory,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Salm
OMA02167,OMA05781,Regulatory,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Salm
OMA00842,OMA05152,Regulatory,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,Salm
OMA03001,OMA05866,Regulatory,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,Salm
OMA02510,OMA01597,Regulatory,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Salm
OMA03205,OMA03519,Regulatory,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,Salm
OMA03508,OMA05706,Regulatory,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,Salm
OMA03568,OMA04800,Regulatory,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,Salm
OMA01895,OMA00007,Regulatory,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,Salm
OMA03616,OMA01844,Regulatory,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,Salm
OMA03508,OMA00122,Regulatory,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,Salm
OMA03197,OMA00782,Regulatory,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,Salm
OMA05381,OMA03792,Regulatory,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,Salm
OMA03508,OMA02335,Regulatory,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,Salm
OMA03507,OMA02286,Regulatory,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,Salm
OMA03001,OMA00007,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA02001,OMA00008,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA05327,OMA00008,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA05381,OMA00008,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA02238,OMA00095,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA00542,OMA00147,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA02001,OMA00147,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA02238,OMA00147,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03830,OMA00213,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03508,OMA00226,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03395,OMA00246,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03507,OMA00376,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03830,OMA00467,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA05381,OMA00467,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03453,OMA00485,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA00542,OMA00529,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA02591,OMA00712,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03233,OMA00720,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA04467,OMA00740,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA05381,OMA00814,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA02349,OMA01080,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03001,OMA01086,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA05327,OMA01119,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03197,OMA01310,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA02349,OMA01831,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03508,OMA01956,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03568,OMA01956,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA05341,OMA01956,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03508,OMA02167,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA04412,OMA02373,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA04467,OMA02419,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03508,OMA02464,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA00542,OMA02530,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03395,OMA02530,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03507,OMA02530,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03508,OMA02530,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA05381,OMA02844,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA01319,OMA02895,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03830,OMA02895,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03233,OMA02896,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03197,OMA03117,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03197,OMA03151,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03507,OMA03223,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03568,OMA03292,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA02430,OMA03704,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03205,OMA03704,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA04467,OMA03745,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03508,OMA03933,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03197,OMA04029,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA04467,OMA04125,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA01895,OMA04251,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA02349,OMA04292,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA00542,OMA04402,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03453,OMA04530,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03395,OMA04940,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA00542,OMA05031,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA04467,OMA05081,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA02167,OMA05138,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03568,OMA05416,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA05381,OMA05450,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03508,OMA05540,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03568,OMA05540,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA05341,OMA05540,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA00542,OMA06177,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA02167,OMA06177,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03508,OMA06177,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA04660,OMA06177,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA05381,OMA06177,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA01895,OMA03285,Regulatory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03508,OMA02419,Regulatory,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03205,OMA00027,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03205,OMA00213,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA04467,OMA05692,Regulatory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA04467,OMA01859,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA04467,OMA02197,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03507,OMA04764,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA01895,OMA05920,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03616,OMA05920,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA04394,OMA05920,Regulatory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA02510,OMA00147,Regulatory,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03001,OMA00147,Regulatory,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA04566,OMA01851,Regulatory,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA01895,OMA03437,Regulatory,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA04566,OMA03705,Regulatory,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA05046,OMA00720,Regulatory,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA04295,OMA05089,Regulatory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA02238,OMA04408,Regulatory,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA02238,OMA01860,Regulatory,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03001,OMA04892,Regulatory,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03507,OMA04892,Regulatory,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03508,OMA05434,Regulatory,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA05046,OMA00767,Regulatory,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA05046,OMA05225,Regulatory,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Salm
OMA03616,OMA03704,Regulatory,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Salm
OMA02238,OMA05636,Regulatory,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Salm
OMA04467,OMA05636,Regulatory,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Salm
OMA04467,OMA00751,Regulatory,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,Salm
OMA05046,OMA06006,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Salm
OMA03507,OMA03047,Regulatory,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,Salm
OMA03507,OMA04521,Regulatory,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,Salm
OMA02349,OMA06362,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Salm
OMA04394,OMA04784,Regulatory,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,Salm
OMA05145,OMA03717,Regulatory,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,Salm
OMA03568,OMA00198,Regulatory,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,Salm
OMA03508,OMA00443,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Salm
OMA04467,OMA00443,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Salm
OMA03001,OMA00650,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Salm
OMA02510,OMA01000,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Salm
OMA02238,OMA01253,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Salm
OMA03197,OMA01253,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Salm
OMA03001,OMA01689,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Salm
OMA03001,OMA03790,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Salm
OMA04412,OMA04433,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Salm
OMA05145,OMA04433,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Salm
OMA00842,OMA04501,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Salm
OMA04566,OMA04501,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Salm
OMA00542,OMA04613,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Salm
OMA03233,OMA05156,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Salm
OMA04467,OMA05156,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Salm
OMA03001,OMA05496,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Salm
OMA03507,OMA05795,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Salm
OMA03001,OMA05854,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Salm
OMA03001,OMA06203,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Salm
OMA03197,OMA03986,Regulatory,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Salm
OMA05381,OMA04215,Regulatory,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Salm
OMA02238,OMA04575,Regulatory,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Salm
OMA03508,OMA04640,Regulatory,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Salm
OMA03001,OMA05360,Regulatory,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Salm
OMA03507,OMA05767,Regulatory,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Salm
OMA02238,OMA05871,Regulatory,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Salm
OMA02510,OMA03162,Regulatory,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Salm
OMA03205,OMA03162,Regulatory,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Salm
OMA03507,OMA04640,Regulatory,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Salm
OMA03568,OMA04640,Regulatory,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Salm
OMA05145,OMA05028,Regulatory,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Salm
OMA03507,OMA06061,Regulatory,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Salm
OMA03508,OMA00903,Regulatory,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Salm
OMA03197,OMA04054,Regulatory,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Salm
OMA02238,OMA00096,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Salm
OMA03453,OMA03641,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Salm
OMA04566,OMA04174,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Salm
OMA03453,OMA05631,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Salm
OMA02238,OMA05735,Regulatory,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Salm
OMA01319,OMA00764,Regulatory,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,Salm
OMA01319,OMA03902,Regulatory,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,Salm
OMA03047,OMA00159,Regulatory,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,Salm
OMA03047,OMA01772,Regulatory,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,Salm
OMA03047,OMA00391,Regulatory,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,Salm
OMA03047,OMA01094,Regulatory,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,Salm
OMA03047,OMA02294,Regulatory,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,Salm
OMA03047,OMA02969,Regulatory,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,Salm
OMA03047,OMA03674,Regulatory,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,Salm
OMA01319,OMA00827,Regulatory,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,Salm
OMA03508,OMA00774,Regulatory,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,Salm
OMA03508,OMA01132,Regulatory,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,Salm
OMA03205,OMA05685,Regulatory,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,Salm
OMA05327,OMA01283,Regulatory,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,Salm
OMA05341,OMA00155,Regulatory,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,Salm
OMA03508,OMA05931,Regulatory,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,Salm
OMA03616,OMA05931,Regulatory,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,Salm
OMA03197,OMA00002,Regulatory,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,Salm
